,addressmerged
61100,Kurfürstenstr.+54+45138+Essen+germany
61101,Bochumer+Str.+176+45886+Gelsenkirchen+germany
61102,Industriestrasse+8+45699+Recklinghausen+germany
61103,Schulstraße+10+52080+Aachen+germany
61104,Niederscheyererstraße+124+85276+Pfaffenhofen+an+der+Ilm+germany
61105,Weststr.+62+09112+Chemnitz+germany
61106,Franz-Mehring-Straße+6+98527+Suhl+germany
61107,Drispenstedter+Straße+24b+31135+Hildesheim+germany
61108,Stiftstr.+2+59494+Soest+germany
61109,Johanneskamp+2+30539+Hannover+germany
61110,Waldemarstr.+27A+55543+Bad+Kreuznach+germany
61111,Bauvereinstraße+22+90489+Nürnberg+germany
61112,Eggersdorfer+Str.+44+39122+Magdeburg+germany
61113,Schoettlestr.+6+74074+Heilbronn+germany
61114,Am+Hosiepen+36+44869+Bochum+germany
61115,Kurt-Schumacher+Str.+63+31139+Hildesheim+germany
61116,Örlinghauser+Weg+7+44149+Dortmund+germany
61117,Dieckmannstraße+60+48161+Münster+germany
61118,Wittenbergstr.+2+38124+Braunschweig+germany
61119,Nützenberger+Str.+3+42105+Wuppertal+germany
61120,Königsberger+Str.+14+59077+Hamm+germany
61121,Friedrich-Naumann-Str.+28+02827+Görlitz+germany
61122,Schleißheimer+Str.+247b+80809+München+germany
61123,Blüchereiche+62+23626+Ostholstein+germany
61124,Rhinstraße+3+10315+Berlin+germany
61125,Packhofstr.+28+14776+Brandenburg+an+der+Havel+germany
61126,Friedrichstraße+90a+39218+Salzlandkreis+germany
61127,Wallstr.+34+24768+Rendsburg+Eckernförde+germany
61128,Eulitzstraße+2+09112+Chemnitz+germany
61129,Am+Hohen+Felde+38+21682+Stade+germany
61130,Mümlingweg+8+64297+Darmstadt+germany
61131,Novalisstraße+24+06295+Mansfeld+Südharz+germany
61132,Elsa-Brandström-Allee+7+99817+Eisenach+germany
61133,Robert-Koch-Straße+21+04643+Leipzig+germany
61134,Schulstraße+16+23996+Nordwestmecklenburg+germany
61135,Möhringer+Landstraße+63+70563+Stuttgart+germany
61136,Dr.-Robert-Koch-Straße+15+39638+Altmarkkreis+Salzwedel+germany
61137,Joachimstr.+3a+42859+Remscheid+germany
61138,Franz-Krüger-Str.+8+06366+Anhalt+Bitterfeld+germany
61139,Braunstraße+20+30169+Hannover+germany
61140,Waldschlößchenstr.+24+01099+Dresden+germany
61141,Mörfelder+Straße+22B+65451+Groß+Gerau+germany
61142,Am+Sonnenhang+47+01705+Sächsische+Schweiz+Osterzgebirge+germany
61143,Brenzstraße+35+89518+Heidenheim+germany
61144,Lorenzgasse+2a+01662+Meißen+germany
61145,Cölpiner+Str.+7+17034+Neubrandenburg+germany
61146,Ferdinand-Lassalle-Ring+9+06366+Anhalt+Bitterfeld+germany
61147,Regensteinsweg+25g+38889+Harz+germany
61148,Straße+der+Völkerfreundschaft+117+06886+Wittenberg+germany
61149,Birkenweg+4+15890+Oder+Spree+germany
61150,Hörsterplatz+10+48147+Münster+germany
61151,Emdener+Straße+3a+45481+Mülheim+an+der+Ruhr+germany
61152,Fichtestrasse+22+85055+Ingolstadt+germany
61153,Porse-Privatweg+7+39104+Magdeburg+germany
61154,Grillparzerplatz+7+01157+Dresden+germany
61155,Semliner+Straße++138+14712+Havelland+germany
61156,Heinrich-Heine-Straße+17+04552+Leipzig+germany
61157,Anton-Günther-Weg+40+84478+Mühldorf+am+Inn+germany
61158,Weißiger+Hang+1b+01705+Sächsische+Schweiz+Osterzgebirge+germany
61159,Hasenkamp+34+48291+Warendorf+germany
61160,Lothringer+Straße+19+09120+Chemnitz+germany
61161,An+der+Silberhütte+21+38707+Goslar+germany
61162,Jordanstraße+19+39112+Magdeburg+germany
61163,Dr.-Friedrichs-Ring+18+08056+Zwickau+germany
61164,Löwenstammstr.+12+13591+Berlin+germany
61165,Brunnerstraße+38+39112+Magdeburg+germany
61166,Westenfelderstrasse+29+44866+Bochum+germany
61167,Hainstr.+87+09130+Chemnitz+germany
61168,Alt+Friedrichsfelde+122+10315+Berlin+germany
61169,Kanzlerstr.+39+09112+Chemnitz+germany
61170,Edelerstr.+4+31275+Hannover+germany
61171,Goethestraße+60+42929+Rheinisch+Bergischer+germany
61172,Hagenerstr.+35a+58239+Unna+germany
61173,Staufenstr.++26+41061+Mönchengladbach+germany
61174,Lilienthalstr.+7+27570+Bremerhaven+germany
61175,Rudolf-Marek-Straße+4+09112+Chemnitz+germany
61176,Neudorfer+Straße+107+47057+Duisburg+germany
61177,Lützelbachstr.+14 b+67817+Donnersbergkreis+germany
61178,Grashalmstr.+20+06120+Halle+Saale+germany
61179,Gerhardtstraße+11/1+71063+Böblingen+germany
61180,Krakauerstr.+4-5+14770+Brandenburg+an+der+Havel+germany
61181,Rubensstr.+17+59368+Unna+germany
61182,Neue+Reihe+31+18225+Bad+Doberan+germany
61183,Klopstockstr.+1+01157+Dresden+germany
61184,Ostsiedlung+76+04509+Nordsachsen+germany
61185,Grummer+Straße+4b+44809+Bochum+germany
61186,Kaskadenweg+14+81247+München+germany
61187,Möllershofstraße++6+47139+Duisburg+germany
61188,Schwimmschulstraße+6+84034+Landshut+germany
61189,Hinter+der+Kirche+1+99344+Ilm+germany
61190,Mühlgasse+1+77749+Ortenaukreis+germany
61191,Gartenstrasse+32+42653+Solingen+germany
61192,Reinickendorfer+Str.+59+13347+Berlin+germany
61193,Saarlandstraße+6+76855+Südliche+Weinstraße+germany
61194,Namibiaallee+79+30455+Hannover+germany
61195,Bruchfeldstr.+29+60528+Frankfurt+am+Main+germany
61196,Stollberger+Straße+68+09119+Chemnitz+germany
61197,Zwinglistraße+12+90459+Nürnberg+germany
61198,Hermann-Plater-Str.+7+59427+Unna+germany
61199,Tschaikowskistraße+03+09599+Mittelsachsen+germany
61200,Erfurter+Straße+23+74321+Ludwigsburg+germany
61201,Düsseldorfer+Strasse+452+47055+Duisburg+germany
61202,Schwartzkopffstraße+7E+10115+Berlin+germany
61203,Further+Straße+12+09113+Chemnitz+germany
61204,An+den+Schäferpfühlen+13+16321+Barnim+germany
61205,Regenbogen+60+04207+Leipzig+germany
61206,Rütlistraße+57+70435+Stuttgart+germany
61207,Neusatzstrasse+3+74889+Rhein+Neckar+germany
61208,Potsdamer+Chaussee+26+14129+Berlin+germany
61209,Am+Mahlbusen+27+16321+Barnim+germany
61210,Retzin+19+17321+Uecker+Randow+germany
61211,Katharinenstr.+23+17033+Neubrandenburg+germany
61212,Klughardtstraße+8+06842+Dessau+Roßlau+germany
61213,Eberhardt.Str+16+41238+Mönchengladbach+germany
61214,Lange+Straße+50+18273+Güstrow+germany
61215,Mont-Cenis-Straße+319+44627+Herne+germany
61216,Am+Anger+0+38448+Wolfsburg+germany
61217,Röntgenstr.+7+10587+Berlin+germany
61218,Brückelstr.+14+47137+Duisburg+germany
61219,Schweriner+Straße+3+49090+Osnabrück+germany
61220,Hornungweg+7+22179+Hamburg+germany
61221,Liebknechtstraße+51+39108+Magdeburg+germany
61222,Thulestr.+9+13189+Berlin+germany
61223,Longbentonstraße+51+45739+Recklinghausen+germany
61224,Bachgasse+5+09221+Erzgebirgskreis+germany
61225,Am+Sachsenhof+4c+01774+Sächsische+Schweiz+Osterzgebirge+germany
61226,Onckenstr.+18+12059+Berlin+germany
61227,Rheinstraße+59+65474+Groß+Gerau+germany
61228,Wittenberger+Str.+14+19063+Schwerin+germany
61229,Wittenburger+Straße+1+19209+Nordwestmecklenburg+germany
61230,Wiesenkamp+5+44227+Dortmund+germany
61231,Idastraße+23+13156+Berlin+germany
61232,Karlstraße+40+06844+Dessau+Roßlau+germany
61233,Am+Nahner+Kirchplatz+2a+49082+Osnabrück+germany
61234,Dresdner+Str.+17+01454+Bautzen+germany
61235,Bahnhofstraße+13+25255+Pinneberg+germany
61236,Weißdornweg+53+52223+Aachen+germany
61237,Münchener+Straßße+27+51103+Köln+germany
61238,Fiedelerstr.+46+30519+Hannover+germany
61239,Jägerstr.+2c+71296+Enzkreis+germany
61240,Kanzlerstraße+56+09112+Chemnitz+germany
61241,Hugostraße+11+47441+Wesel+germany
61242,Heerstr.+389+13593+Berlin+germany
61243,Hostenbacher+Straße+6+28309+Bremen+germany
61244,Bahnhofstraße+50+87435+Kempten+Allgäu+germany
61245,Schwanenstr.+79+42551+Mettmann+germany
61246,Wilhelm-Meyer-Str.+2+66115+Stadtverband+Saarbrücken+germany
61247,Zum+Bahnhof+5+19055+Schwerin+germany
61248,Kurhausstraße+41a+97688+Bad+Kissingen+germany
61249,Blücherstraße+12+09126+Chemnitz+germany
61250,Rüdiger+Straße+2c+03149+Spree+Neiße+germany
61251,Tulpenweg+6+71287+Böblingen+germany
61252,Hehlrather+Str.+49+52249+Aachen+germany
61253,Heinrich-Lanz-Str.+2+68165+Mannheim+germany
61254,Brunnerstraße+42+39112+Magdeburg+germany
61255,Stegerstr.+1+08527+Plauen+germany
61256,Nordbergstraße+14+59269+Warendorf+germany
61257,Wallstraße+9+04838+Nordsachsen+germany
61258,Wiesenweg+35+37603+Holzminden+germany
61259,Wurzner+Straße+137+04328+Leipzig+germany
61260,Hülser+Weg+2c+47906+Viersen+germany
61261,Uhlandstraße+37+09130+Chemnitz+germany
61262,Krönertstraße+17+01705+Sächsische+Schweiz+Osterzgebirge+germany
61263,Humboldtstrasse+11+09130+Chemnitz+germany
61264,Trebelehof+5+18528+Rügen+germany
61265,Körnerstr.+34+27576+Bremerhaven+germany
61266,Düppelstraße+20+27570+Bremerhaven+germany
61267,Wiedauer+Weg+5+48653+Coesfeld+germany
61268,Wiesenstr.+17+51674+Oberbergischer+germany
61269,Hohemarkstrasse+27+61440+Hochtaunuskreis+germany
61270,Obere+Teichstraße+6+29683+Heidekreis+germany
61271,Stephan-Roth-Straße+15+08058+Zwickau+germany
61272,Kastanienallee+110+12627+Berlin+germany
61273,Wolfgang-Heinze-Straße+2+18437+Stralsund+germany
61274,Girmen+13+52525+Heinsberg+germany
61275,Jasminweg+27+46537+Wesel+germany
61276,Kaiserswerther+Straße+239+40474+Düsseldorf+germany
61277,Tsingtauerstr.+29+81827+München+germany
61278,Thomas-Morus-Str.+34+63846+Aschaffenburg+germany
61279,Dresdner+Straße+276f+01705+Sächsische+Schweiz+Osterzgebirge+germany
61280,Hamminkelner+Landstraße+163+46487+Wesel+germany
61281,Siegburger+Straße+5b+51491+Rheinisch+Bergischer+germany
61282,Rothspitzstr.+34+81476+München+germany
61283,Karl-Rothe-Str.+13+04105+Leipzig+germany
61284,Finkenstraße+4+71155+Böblingen+germany
61285,Grünstädter+Platz+6+07629+Saale+Holzland+germany
61286,Oppelstraße+4b+01705+Sächsische+Schweiz+Osterzgebirge+germany
61287,Kampmannsweg+2+45896+Gelsenkirchen+germany
61288,Potsdamer+Straße+4+10785+Berlin+germany
61289,Helmut-Welz-Str.+7+06449+Salzlandkreis+germany
61290,Alte+Str.+18+79541+Lörrach+germany
61291,Kasseler+Straße+2+99089+Erfurt+germany
61292,Tzschimmerstraße+28+01309+Dresden+germany
61293,Lyzeumstraße+19+76437+Rastatt+germany
61294,Zeißstraße+19+09131+Chemnitz+germany
61295,Zillertalstraße+43+81373+München+germany
61296,Salomonstr.+9b+04103+Leipzig+germany
61297,Römerstr.+10+08056+Zwickau+germany
61298,Friedrich-Ebert-Str.+19+41749+Viersen+germany
61299,Prof.-Rieker-Str.+18a+01277+Dresden+germany
61300,Obermylauer+Berg+1+08499+Vogtlandkreis+germany
61301,Straße+der+Deutschen+Einheit+51+39326+Börde+germany
61302,Groenerstr.+19+13585+Berlin+germany
61303,Sundernstraße+88a+33332+Gütersloh+germany
61304,Geitlingstr.+26+45472+Mülheim+an+der+Ruhr+germany
61305,Südstraße+75+02929+Görlitz+germany
61306,Gabelsbergerstraße+0+63069+Offenbach+am+Main+germany
61307,Hauptstr.++91+51373+Leverkusen+germany
61308,Vereinsstr.+63+47799+Krefeld+germany
61309,Uhlandstraße+37+44147+Dortmund+germany
61310,Hoferstraße+11+04317+Leipzig+germany
61311,Stadtgut+6+04808+Leipzig+germany
61312,Telemannstraße+01+95444+Bayreuth+germany
61313,Graffring+18+44795+Bochum+germany
61314,Hegelstr.+38+08527+Plauen+germany
61315,Herrmannstraße+63+44263+Dortmund+germany
61316,Limbacher+Str.+277+09116+Chemnitz+germany
61317,Von+der+Recke+Str.+15+45879+Gelsenkirchen+germany
61318,Hainstraße+17+61476+Hochtaunuskreis+germany
61319,Walter-Oertel-Straße+36+09112+Chemnitz+germany
61320,Frankfurter+Straße+5+65239+Main+Taunus+germany
61321,Neue+Straße+10+04654+Leipzig+germany
61322,Mareesstr+71+42119+Wuppertal+germany
61323,Zum+Weisseritztal+86+01774+Sächsische+Schweiz+Osterzgebirge+germany
61324,Uhlandstraße+45+10719+Berlin+germany
61325,Eisvogelstr.+35+39110+Magdeburg+germany
61326,Pappelallee+28+39106+Magdeburg+germany
61327,Michaelstr.+30+45138+Essen+germany
61328,Ricarda-Huch-Str.+1+09116+Chemnitz+germany
61329,Am+Stadion+16+06682+Burgenlandkreis+germany
61330,Conradstr.+15+01097+Dresden+germany
61331,Breite+Straße+8+14467+Potsdam+germany
61332,Huckarder+Allee+39+44369+Dortmund+germany
61333,Pützweg+9+51467+Rheinisch+Bergischer+germany
61334,Bahnhofstr.+157+59199+Unna+germany
61335,Haeckelstraße+5+01809+Sächsische+Schweiz+Osterzgebirge+germany
61336,Brunnenstr.+68+07580+Greiz+germany
61337,An+der+Kotsche+14+04207+Leipzig+germany
61338,Bogenstr.+42+47799+Krefeld+germany
61339,Riesaer+Straße+124+04319+Leipzig+germany
61340,Aachener+Straße+1015+50858+Köln+germany
61341,Nordstraße+7b+06862+Dessau+Roßlau+germany
61342,Rudi-Berks-Straße+6+52146+Aachen+germany
61343,Hochstraße+72+47929+Viersen+germany
61344,Schulstraße+62-66+25335+Pinneberg+germany
61345,Alt-Wittenau+48B+13437+Berlin+germany
61346,Rheinstraße+26+63533+Offenbach+germany
61347,Saseler+Straße+178+22145+Hamburg+germany
61348,Dorfstraße++112+47259+Duisburg+germany
61349,Westernstraße+34+33098+Paderborn+germany
61350,Postplatz+4c+02625+Bautzen+germany
61351,Mühlenberg+1+52064+Aachen+germany
61352,Pillnitzer+Str.+4+01454+Bautzen+germany
61353,Heinrich-Heine-Straße+8+19053+Schwerin+germany
61354,Niederseefelder+Str.+21+14913+Teltow+Fläming+germany
61355,Von-Ossietzky-Ring+41+45279+Essen+germany
61356,Gitschiner+Str.+38+10969+Berlin+germany
61357,Lüpertzender+Straße+106+41061+Mönchengladbach+germany
61358,Wilhelminenhofstraße+41+12459+Berlin+germany
61359,Riesaer+Straße+53a+04328+Leipzig+germany
61360,Am+Ölberg+26 a+36304+Vogelsbergkreis+germany
61361,Platanenring+40-44+14547+Potsdam+Mittelmark+germany
61362,Bergstraße+12+27356+Rotenburg+Wümme+germany
61363,Am+Eickerhof+13+47800+Krefeld+germany
61364,Bredeneyer+Str.+78+45133+Essen+germany
61365,Eichendorffring+129+35394+Gießen+germany
61366,Theodor-Lessing-Straße+6+14712+Havelland+germany
61367,Ringstr.+47+44627+Herne+germany
61368,An+den+Kellerbergen++14+39638+Altmarkkreis+Salzwedel+germany
61369,Robert-Koch-Straße+28+09353+Zwickau+germany
61370,Keplerstrasse+8+39104+Magdeburg+germany
61371,Dorfstraße+9.+17166+Güstrow+germany
61372,Auf+der+Ruhr++11+50999+Köln+germany
61373,Aschaffenburger+Straße+9-11+64546+Groß+Gerau+germany
61374,Am+Hammbach+6+46284+Recklinghausen+germany
61375,Grefrather+Straße+201a+41749+Viersen+germany
61376,Bäckerstraße+3+40213+Düsseldorf+germany
61377,Am+Bahndamm+23+90571+Nürnberger+Land+germany
61378,Statthalterplatz+3+22605+Hamburg+germany
61379,Salvador-Allende-Str.+76B+12559+Berlin+germany
61380,Geißlerstraße+18+04315+Leipzig+germany
61381,Einsteinstraße+15+01796+Sächsische+Schweiz+Osterzgebirge+germany
61382,Bochumer+Str.+72+99734+Nordhausen+germany
61383,Brüderstraße+8+39288+Jerichower+Land+germany
61384,Urbanstraße+33+10967+Berlin+germany
61385,Schonnebeckhöfe+34+45309+Essen+germany
61386,An+den+Höfen+20+04425+Nordsachsen+germany
61387,Gerlachstraße+29+14480+Potsdam+germany
61388,Löchergraben+5+51371+Leverkusen+germany
61389,Friedrichstraße+47+47798+Krefeld+germany
61390,Piusstraße+22+50823+Köln+germany
61391,Haydnstr.+17+55543+Bad+Kreuznach+germany
61392,Cecilienallee+15b+40474+Düsseldorf+germany
61393,Breite+Str.+35+06484+Harz+germany
61394,Wilhelminenstraße+7+23714+Ostholstein+germany
61395,Schonnebecker+Str.+1+45884+Gelsenkirchen+germany
61396,Graf-Stauffenberg-Straße+43+66121+Stadtverband+Saarbrücken+germany
61397,Sattlerweg+39+33659+Bielefeld+germany
61398,Kaiserstr.+36+72793+Reutlingen+germany
61399,Riedelstrasse+5+08547+Plauen+germany
61400,Pfarrhufenanger+24+12623+Berlin+germany
61401,Markt+8+65346+Rheingau+Taunus+germany
61402,Siedlerstraße+2+04552+Leipzig+germany
61403,Am+Blauen+Camp+7+21335+Lüneburg+germany
61404,Collmener+Straße++5+04680+Leipzig+germany
61405,Britzer+Str.+64+12109+Berlin+germany
61406,Hochring+26+38440+Wolfsburg+germany
61407,Düppelstr.+22+52068+Aachen+germany
61408,Ernst-Lemmer+Strasse+101+35041+Marburg+Biedenkopf+germany
61409,Fränking+8+84494+Mühldorf+am+Inn+germany
61410,Lychener+Str+16+10437+Berlin+germany
61411,Stolbergring+7+24340+Rendsburg+Eckernförde+germany
61412,Ernst-Mey-Straße+12+04229+Leipzig+germany
61413,Poetenweg+3a+08056+Zwickau+germany
61414,Augustastraße+101+45888+Gelsenkirchen+germany
61415,Zweigstr.+3+44145+Dortmund+germany
61416,Lerschstr.+2+08060+Zwickau+germany
61417,Frankfurter+Straße+10 B+61118+Wetteraukreis+germany
61418,Jordanstraße+17+39112+Magdeburg+germany
61419,Robert-Schulz-Ring+5+17291+Uckermark+germany
61420,Warnetalstraße+6+31061+Hildesheim+germany
61421,Königsberger+Straße+59+58256+Ennepe+Ruhr+germany
61422,Bergamtstraße+7C+30890+Hannover+germany
61423,Cracauer+Straße+44+39114+Magdeburg+germany
61424,Fl+ecksweg+10+64347+Darmstadt+Dieburg+germany
61425,Weser+Straße+7+47506+Wesel+germany
61426,Schäftlarner+Str.+11a+82064+München+germany
61427,Kienestraße+37+70174+Stuttgart+germany
61428,Hülser+Straße+579+47803+Krefeld+germany
61429,Kornblumenstraße+6+38226+Salzgitter+germany
61430,Konradstraße+43+04315+Leipzig+germany
61431,Keppgrundstraße+3a+01259+Dresden+germany
61432,Grenzstraße+31+63128+Offenbach+germany
61433,Löhnberger+Straße+38+35792+Limburg+Weilburg+germany
61434,Ahornstr.+6+42283+Wuppertal+germany
61435,Hesselnberg+88+42285+Wuppertal+germany
61436,Zelterstraße+5+14542+Potsdam+Mittelmark+germany
61437,Albert-Wolf-Platz+1+01239+Dresden+germany
61438,Blücherstr.+8+65195+Wiesbaden+germany
61439,Vetterstraße+16+09126+Chemnitz+germany
61440,Münstersche+Straße+15+49214+Osnabrück+germany
61441,Riemannstr.+22+04107+Leipzig+germany
61442,Lennestraße+10+40477+Düsseldorf+germany
61443,Ferdinand+Jost+Straße+39+04299+Leipzig+germany
61444,Unter+den+Linden+21+10117+Berlin+germany
61445,Bismarckallee+5+22926+Stormarn+germany
61446,Engelsgasse+3+35578+Lahn+Dill+germany
61447,J.-Ringehan-Straße+12+02785+Görlitz+germany
61448,Martin-Niemöller-Straße+10+06406+Salzlandkreis+germany
61449,Karl-Heine-Str.+104+04229+Leipzig+germany
61450,Lockhütter+Straße+41+41066+Mönchengladbach+germany
61451,Altgorbitzer+Ring+74+01169+Dresden+germany
61452,Am+Püttkamp+43+40629+Düsseldorf+germany
61453,Alphornstr.+19+68169+Mannheim+germany
61454,Hötzlring+20+81737+München+germany
61455,Karolingerweg+10-12+69123+Heidelberg+germany
61456,Max-+Liebermann-+Straße+130+04157+Leipzig+germany
61457,Florastraße+9+45881+Gelsenkirchen+germany
61458,Westfalenstrasse+12+58636+Märkischer+germany
61459,Ismaninger+Str.+42+81675+München+germany
61460,Gahlendorfer+Weg+2+23769+Ostholstein+germany
61461,Prof.-Hilgenfeldt-Str.+31+19322+Prignitz+germany
61462,Röhrborngasse+56a+60388+Frankfurt+am+Main+germany
61463,An+der+Spinnerei+11-17+96047+Bamberg+germany
61464,GutsMuthsstraße+10+04177+Leipzig+germany
61465,Karl-Arnold-Str.+21+45699+Recklinghausen+germany
61466,Binger+Straße+75+55218+Mainz+Bingen+germany
61467,Heisingstr.+23+47137+Duisburg+germany
61468,E.-Busch-Str.+19+08412+Zwickau+germany
61469,Rathausstraße+40+04416+Leipzig+germany
61470,Joachim-Gottschalk-Straße+08+03205+Oberspreewald+Lausitz+germany
61471,Weststraße+26+47929+Viersen+germany
61472,Frankfurter+Str.++6+01159+Dresden+germany
61473,Markgrafenstrasse+33+40545+Düsseldorf+germany
61474,Hauptstraße+35+39345+Börde+germany
61475,Adamshof+11+45889+Gelsenkirchen+germany
61476,Kapellenstr.+49+53721+Rhein+Sieg+germany
61477,Im+Eichwald+18+69126+Heidelberg+germany
61478,Haunwöhrer+Str.+106+85051+Ingolstadt+germany
61479,Georg-Schwarz-Straße+194+04179+Leipzig+germany
61480,Helenenstr.+17+04279+Leipzig+germany
61481,Fichtestraße+13+65189+Wiesbaden+germany
61482,Myslowitzer+Str.+55+12621+Berlin+germany
61483,Werner-Seelenbinder-Ring+3+03048+Cottbus+germany
61484,Annenstraße+2+01067+Dresden+germany
61485,Baderring+4+03205+Oberspreewald+Lausitz+germany
61486,Rottstrasse+4+45711+Recklinghausen+germany
61487,Stolbergstr.+60+45355+Essen+germany
61488,Mathildenstraße+20+72461+Zollernalbkreis+germany
61489,Oberstr.+177 A+44892+Bochum+germany
61490,Steinbacher+Straße+34+04567+Leipzig+germany
61491,Lüneburger+Straße+57+29525+Uelzen+germany
61492,Hans-Grade-Straße+5+53125+Bonn+germany
61493,Heinrich-Zille-Straße+14+09111+Chemnitz+germany
61494,Joachim-Friedrich-Str.+10a+10711+Berlin+germany
61495,Carl-Zeiß-Straße+11+99097+Erfurt+germany
61496,Gießerstraße+54+04229+Leipzig+germany
61497,Benhauser+Straße+43+33100+Paderborn+germany
61498,Kesselsdorfer+Str.+169+01169+Dresden+germany
61499,Deweerthstraße+8+42107+Wuppertal+germany
61500,Karl-Bücher-Strasse+15+04328+Leipzig+germany
61501,Lutherstraße+20+06231+Saalekreis+germany
61502,Wilhelmsaue+30+10713+Berlin+germany
61503,Friedrich-Wöhler-Straße+11+53117+Bonn+germany
61504,Querstraße+24+07589+Greiz+germany
61505,Am+Brückle+1+75038+Karlsruhe+germany
61506,Apollostraße+3+39118+Magdeburg+germany
61507,Hohenzollernstraße+29+80801+München+germany
61508,Schornsteinfegerstrasse+2+39218+Salzlandkreis+germany
61509,Müggelseedamm+270+12587+Berlin+germany
61510,Händelstraße+9+52134+Aachen+germany
61511,Arndtstr.+46+58097+Hagen+germany
61512,Lessingstraße+6+03046+Cottbus+germany
61513,Dorfstraße+19+21739+Stade+germany
61514,Kirchenplatz+3+84332+Rottal+Inn+germany
61515,Paul-Gerhardt-Str+1+72622+Esslingen+germany
61516,Feuerbacher-Tal-Straße+16+70469+Stuttgart+germany
61517,Obere+Langgasse+15+67346+Speyer+germany
61518,Max-Kamprath-Straße+1+01662+Meißen+germany
61519,Frankenstr.+33+64625+Bergstraße+germany
61520,Konrad-Duden-Weg+3+60437+Frankfurt+am+Main+germany
61521,Industriestraße+5a+04229+Leipzig+germany
61522,Martinstraße+11+04318+Leipzig+germany
61523,Knappenweg+50+45473+Mülheim+an+der+Ruhr+germany
61524,Ringstraße+33+93105+Regensburg+germany
61525,Mendener+Straße+102C+45470+Mülheim+an+der+Ruhr+germany
61526,Am+Bergpark+5 b+15537+Oder+Spree+germany
61527,DORSTENER+STR.+113+45657+Recklinghausen+germany
61528,Philipp-Hackert-Straße+8+17291+Uckermark+germany
61529,Rabestr.+2+06844+Dessau+Roßlau+germany
61530,Käthe-Kollwitz-Straße+9+15711+Dahme+Spreewald+germany
61531,Heinrich-Mann+Str.+27+99096+Erfurt+germany
61532,Merseburger+Straße+112+06110+Halle+Saale+germany
61533,Vogelsangstraße+24+18437+Stralsund+germany
61534,Bernsdorfer+Straße+89+09126+Chemnitz+germany
61535,Königswall+8+44137+Dortmund+germany
61536,Straße+der+Jugend+3+39624+Altmarkkreis+Salzwedel+germany
61537,Germaniastraße+32+12099+Berlin+germany
61538,Herzog-Ludwig-Str.+31 b+93333+Kelheim+germany
61539,Siedlung+13+39359+Börde+germany
61540,Kolumbusstraße+37+70771+Esslingen+germany
61541,Elsterwerdaer+Straße+34+01239+Dresden+germany
61542,Annastraße+5 a-c+37075+Göttingen+germany
61543,Rosa-Luxemburg-Straße+12+08371+Zwickau+germany
61544,Nordstr.+49+04105+Leipzig+germany
61545,Goethestraße+13+39167+Börde+germany
61546,Albiger+Straße+22+55232+Alzey+Worms+germany
61547,Scheffelstr.+16+47057+Duisburg+germany
61548,Hainstraße+33+09130+Chemnitz+germany
61549,Brucknerallee+148+41236+Mönchengladbach+germany
61550,Körnerstr.+3+09130+Chemnitz+germany
61551,Steinhausstraße+35+44866+Bochum+germany
61552,Giesenfeldstr.+38+47239+Duisburg+germany
61553,Günthersburgallee+31+60316+Frankfurt+am+Main+germany
61554,Hedwigstr.+3+30159+Hannover+germany
61555,Haselhorsthof+30+21423+Harburg+germany
61556,Schillerstraße+24+99096+Erfurt+germany
61557,Neusser+Straße+1+50181+Rhein+Erft+germany
61558,Mammutring+27+38226+Salzgitter+germany
61559,Lange+Str.+84+58089+Hagen+germany
61560,Astronomenweg+7+08066+Zwickau+germany
61561,Heidenbergstr.+15+64686+Bergstraße+germany
61562,Wismarsche+Straße+2+23936+Nordwestmecklenburg+germany
61563,Dietrich-Bonhoeffer-Straße+71+47877+Viersen+germany
61564,Annenstraße+03+06110+Halle+Saale+germany
61565,Auf+dem+Winkel+12+26160+Ammerland+germany
61566,Weinbrennerstrasse+7+66123+Stadtverband+Saarbrücken+germany
61567,Zeitzer+Straße+8+06667+Burgenlandkreis+germany
61568,Sporergäßchen+4+04109+Leipzig+germany
61569,Malkastenstr.+19+40211+Düsseldorf+germany
61570,Juliusstraße+31+46284+Recklinghausen+germany
61571,Robert-Koch-Str.+10+04567+Leipzig+germany
61572,Karl-Krösche-Straße+11+31061+Hildesheim+germany
61573,Müllerstraße+59a+13349+Berlin+germany
61574,Teichstr.+29+40822+Mettmann+germany
61575,Neckarstr.+71+72160+Freudenstadt+germany
61576,Ilmenaugarten+77-83+21337+Lüneburg+germany
61577,Bergmannstraße++52a+01309+Dresden+germany
61578,Beethovenstraße+8+04564+Leipzig+germany
61579,Bernauer+Str.+95+13507+Berlin+germany
61580,Clara-Wieck-Ring++5+08258+Vogtlandkreis+germany
61581,Mühlenbuschweg+61+41542+Neuss+Rhein+germany
61582,Georg-Wilhelm-Straße+2+10711+Berlin+germany
61583,Verdistraße+15+90455+Nürnberg+germany
61584,Ricarda-Huch-Str.+9+44807+Bochum+germany
61585,Stegerstraße+6+01589+Meißen+germany
61586,Lanzstraße+20+80689+München+germany
61587,Willy-Brandt-Str.+17+51469+Rheinisch+Bergischer+germany
61588,Fritz-Reuter-Straße+7+17506+Ostvorpommern+germany
61589,Winckelmannstraße+29+39108+Magdeburg+germany
61590,Von-Schirp-Str.+9+45239+Essen+germany
61591,Trockentalstraße+80+08527+Plauen+germany
61592,Eisenbahnstr.+4+67483+Südliche+Weinstraße+germany
61593,Bahnhofstr.+45+02689+Bautzen+germany
